2022-02-21 22:56:46 startup archives install
2024-12-17 16:51:03 install glib-networking:amd64 <none> 2.64.2-1ubuntu0.1
2024-12-17 16:51:03 status half-installed glib-networking:amd64 2.64.2-1ubuntu0.1
2024-12-17 16:51:03 status unpacked glib-networking:amd64 2.64.2-1ubuntu0.1
2024-12-17 16:51:03 install gnupg-l10n:all <none> 2.2.19-3ubuntu2.2
2024-12-17 16:51:03 status half-installed gnupg-l10n:all 2.2.19-3ubuntu2.2
2024-12-17 16:51:03 status unpacked gnupg-l10n:all 2.2.19-3ubuntu2.2
2024-12-17 16:51:03 install gnupg-utils:amd64 <none> 2.2.19-3ubuntu2.2
2024-12-17 16:51:03 status half-installed gnupg-utils:amd64 2.2.19-3ubuntu2.2
2024-12-17 16:51:03 status unpacked gnupg-utils:amd64 2.2.19-3ubuntu2.2
2024-12-17 16:51:04 install gpg:amd64 <none> 2.2.19-3ubuntu2.2
2024-12-17 16:51:04 status half-installed gpg:amd64 2.2.19-3ubuntu2.2
2024-12-17 16:51:04 status unpacked gpg:amd64 2.2.19-3ubuntu2.2
2024-12-17 16:51:04 install pinentry-curses:amd64 <none> 1.1.0-3build1
2024-12-17 16:51:04 status half-installed pinentry-curses:amd64 1.1.0-3build1
2024-12-17 16:51:04 status unpacked pinentry-curses:amd64 1.1.0-3build1
2024-12-17 16:51:04 install gpg-agent:amd64 <none> 2.2.19-3ubuntu2.2
2024-12-17 16:51:04 status half-installed gpg-agent:amd64 2.2.19-3ubuntu2.2
2024-12-17 16:51:04 status unpacked gpg-agent:amd64 2.2.19-3ubuntu2.2
2024-12-17 16:51:04 install gpg-wks-client:amd64 <none> 2.2.19-3ubuntu2.2
2024-12-17 16:51:04 status half-installed gpg-wks-client:amd64 2.2.19-3ubuntu2.2
2024-12-17 16:51:04 status unpacked gpg-wks-client:amd64 2.2.19-3ubuntu2.2
2024-12-17 16:51:04 install gpg-wks-server:amd64 <none> 2.2.19-3ubuntu2.2
2024-12-17 16:51:04 status half-installed gpg-wks-server:amd64 2.2.19-3ubuntu2.2
2024-12-17 16:51:05 status unpacked gpg-wks-server:amd64 2.2.19-3ubuntu2.2
2024-12-17 16:51:05 install gpgsm:amd64 <none> 2.2.19-3ubuntu2.2
2024-12-17 16:51:05 status half-installed gpgsm:amd64 2.2.19-3ubuntu2.2
2024-12-17 16:51:05 status unpacked gpgsm:amd64 2.2.19-3ubuntu2.2
2024-12-17 16:51:05 install gnupg:all <none> 2.2.19-3ubuntu2.2
2024-12-17 16:51:05 status half-installed gnupg:all 2.2.19-3ubuntu2.2
2024-12-17 16:51:05 status unpacked gnupg:all 2.2.19-3ubuntu2.2
2024-12-17 16:51:05 install libbrotli1:amd64 <none> 1.0.7-6ubuntu0.1
2024-12-17 16:51:05 status half-installed libbrotli1:amd64 1.0.7-6ubuntu0.1
2024-12-17 16:51:05 status unpacked libbrotli1:amd64 1.0.7-6ubuntu0.1
2024-12-17 16:51:05 install libsoup2.4-1:amd64 <none> 2.70.0-1ubuntu0.1
2024-12-17 16:51:05 status half-installed libsoup2.4-1:amd64 2.70.0-1ubuntu0.1
2024-12-17 16:51:06 status unpacked libsoup2.4-1:amd64 2.70.0-1ubuntu0.1
2024-12-17 16:51:06 install libstemmer0d:amd64 <none> 0+svn585-2
2024-12-17 16:51:06 status half-installed libstemmer0d:amd64 0+svn585-2
2024-12-17 16:51:06 status unpacked libstemmer0d:amd64 0+svn585-2
2024-12-17 16:51:06 install libappstream4:amd64 <none> 0.12.10-2
2024-12-17 16:51:06 status half-installed libappstream4:amd64 0.12.10-2
2024-12-17 16:51:06 status unpacked libappstream4:amd64 0.12.10-2
2024-12-17 16:51:06 install libglib2.0-bin:amd64 <none> 2.64.6-1~ubuntu20.04.8
2024-12-17 16:51:06 status half-installed libglib2.0-bin:amd64 2.64.6-1~ubuntu20.04.8
2024-12-17 16:51:06 status unpacked libglib2.0-bin:amd64 2.64.6-1~ubuntu20.04.8
2024-12-17 16:51:06 install libgstreamer1.0-0:amd64 <none> 1.16.3-0ubuntu1.1
2024-12-17 16:51:06 status half-installed libgstreamer1.0-0:amd64 1.16.3-0ubuntu1.1
2024-12-17 16:51:07 status unpacked libgstreamer1.0-0:amd64 1.16.3-0ubuntu1.1
2024-12-17 16:51:07 install libpolkit-agent-1-0:amd64 <none> 0.105-26ubuntu1.3
2024-12-17 16:51:07 status half-installed libpolkit-agent-1-0:amd64 0.105-26ubuntu1.3
2024-12-17 16:51:07 status unpacked libpolkit-agent-1-0:amd64 0.105-26ubuntu1.3
2024-12-17 16:51:07 install libsasl2-modules:amd64 <none> 2.1.27+dfsg-2ubuntu0.1
2024-12-17 16:51:07 status half-installed libsasl2-modules:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-17 16:51:07 status unpacked libsasl2-modules:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-17 16:51:07 install policykit-1:amd64 <none> 0.105-26ubuntu1.3
2024-12-17 16:51:07 status half-installed policykit-1:amd64 0.105-26ubuntu1.3
2024-12-17 16:51:07 status unpacked policykit-1:amd64 0.105-26ubuntu1.3
2024-12-17 16:51:07 install packagekit:amd64 <none> 1.1.13-2ubuntu1.1
2024-12-17 16:51:07 status half-installed packagekit:amd64 1.1.13-2ubuntu1.1
2024-12-17 16:51:08 status unpacked packagekit:amd64 1.1.13-2ubuntu1.1
2024-12-17 16:51:08 install packagekit-tools:amd64 <none> 1.1.13-2ubuntu1.1
2024-12-17 16:51:08 status half-installed packagekit-tools:amd64 1.1.13-2ubuntu1.1
2024-12-17 16:51:08 status unpacked packagekit-tools:amd64 1.1.13-2ubuntu1.1
2024-12-17 16:51:08 install python3-certifi:all <none> 2019.11.28-1
2024-12-17 16:51:08 status half-installed python3-certifi:all 2019.11.28-1
2024-12-17 16:51:08 status unpacked python3-certifi:all 2019.11.28-1
2024-12-17 16:51:08 install python3-chardet:all <none> 3.0.4-4build1
2024-12-17 16:51:08 status half-installed python3-chardet:all 3.0.4-4build1
2024-12-17 16:51:09 status unpacked python3-chardet:all 3.0.4-4build1
2024-12-17 16:51:09 install python3-idna:all <none> 2.8-1ubuntu0.1
2024-12-17 16:51:09 status half-installed python3-idna:all 2.8-1ubuntu0.1
2024-12-17 16:51:09 status unpacked python3-idna:all 2.8-1ubuntu0.1
2024-12-17 16:51:09 install python3-urllib3:all <none> 1.25.8-2ubuntu0.4
2024-12-17 16:51:09 status half-installed python3-urllib3:all 1.25.8-2ubuntu0.4
2024-12-17 16:51:10 status unpacked python3-urllib3:all 1.25.8-2ubuntu0.4
2024-12-17 16:51:10 install python3-requests:all <none> 2.22.0-2ubuntu1.1
2024-12-17 16:51:10 status half-installed python3-requests:all 2.22.0-2ubuntu1.1
2024-12-17 16:51:10 status unpacked python3-requests:all 2.22.0-2ubuntu1.1
2024-12-17 16:51:10 install python3-requests-unixsocket:all <none> 0.2.0-2
2024-12-17 16:51:10 status half-installed python3-requests-unixsocket:all 0.2.0-2
2024-12-17 16:51:10 status unpacked python3-requests-unixsocket:all 0.2.0-2
2024-12-17 16:51:10 install python3-software-properties:all <none> 0.99.9.12
2024-12-17 16:51:10 status half-installed python3-software-properties:all 0.99.9.12
2024-12-17 16:51:10 status unpacked python3-software-properties:all 0.99.9.12
2024-12-17 16:51:10 install software-properties-common:all <none> 0.99.9.12
2024-12-17 16:51:10 status half-installed software-properties-common:all 0.99.9.12
2024-12-17 16:51:10 status unpacked software-properties-common:all 0.99.9.12
2024-12-17 16:51:11 install unattended-upgrades:all <none> 2.3ubuntu0.3
2024-12-17 16:51:11 status half-installed unattended-upgrades:all 2.3ubuntu0.3
2024-12-17 16:51:11 status unpacked unattended-upgrades:all 2.3ubuntu0.3
2024-12-17 16:51:11 startup packages configure
2024-12-17 16:51:11 configure libksba8:amd64 1.3.5-2ubuntu0.20.04.2 <none>
2024-12-17 16:51:11 status unpacked libksba8:amd64 1.3.5-2ubuntu0.20.04.2
2024-12-17 16:51:11 status half-configured libksba8:amd64 1.3.5-2ubuntu0.20.04.2
2024-12-17 16:51:11 status installed libksba8:amd64 1.3.5-2ubuntu0.20.04.2
2024-12-17 16:51:11 configure liblmdb0:amd64 0.9.24-1 <none>
2024-12-17 16:51:11 status unpacked liblmdb0:amd64 0.9.24-1
2024-12-17 16:51:11 status half-configured liblmdb0:amd64 0.9.24-1
2024-12-17 16:51:11 status installed liblmdb0:amd64 0.9.24-1
2024-12-17 16:51:11 configure systemd-sysv:amd64 245.4-4ubuntu3.24 <none>
2024-12-17 16:51:11 status unpacked systemd-sysv:amd64 245.4-4ubuntu3.24
2024-12-17 16:51:11 status half-configured systemd-sysv:amd64 245.4-4ubuntu3.24
2024-12-17 16:51:11 status installed systemd-sysv:amd64 245.4-4ubuntu3.24
2024-12-17 16:51:11 configure libkeyutils1:amd64 1.6-6ubuntu1.1 <none>
2024-12-17 16:51:11 status unpacked libkeyutils1:amd64 1.6-6ubuntu1.1
2024-12-17 16:51:11 status half-configured libkeyutils1:amd64 1.6-6ubuntu1.1
2024-12-17 16:51:11 status installed libkeyutils1:amd64 1.6-6ubuntu1.1
2024-12-17 16:51:11 configure libproxy1v5:amd64 0.4.15-10ubuntu1.2 <none>
2024-12-17 16:51:11 status unpacked libproxy1v5:amd64 0.4.15-10ubuntu1.2
2024-12-17 16:51:11 status half-configured libproxy1v5:amd64 0.4.15-10ubuntu1.2
2024-12-17 16:51:11 status installed libproxy1v5:amd64 0.4.15-10ubuntu1.2
2024-12-17 16:51:11 configure libpsl5:amd64 0.21.0-1ubuntu1 <none>
2024-12-17 16:51:11 status unpacked libpsl5:amd64 0.21.0-1ubuntu1
2024-12-17 16:51:11 status half-configured libpsl5:amd64 0.21.0-1ubuntu1
2024-12-17 16:51:11 status installed libpsl5:amd64 0.21.0-1ubuntu1
2024-12-17 16:51:11 configure mime-support:all 3.64ubuntu1 <none>
2024-12-17 16:51:11 status unpacked mime-support:all 3.64ubuntu1
2024-12-17 16:51:11 status half-configured mime-support:all 3.64ubuntu1
2024-12-17 16:51:11 status installed mime-support:all 3.64ubuntu1
2024-12-17 16:51:11 configure xdg-user-dirs:amd64 0.17-2ubuntu1 <none>
2024-12-17 16:51:11 status unpacked xdg-user-dirs:amd64 0.17-2ubuntu1
2024-12-17 16:51:11 status half-configured xdg-user-dirs:amd64 0.17-2ubuntu1
2024-12-17 16:51:11 status installed xdg-user-dirs:amd64 0.17-2ubuntu1
2024-12-17 16:51:11 configure libmagic-mgc:amd64 1:5.38-4 <none>
2024-12-17 16:51:11 status unpacked libmagic-mgc:amd64 1:5.38-4
2024-12-17 16:51:11 status half-configured libmagic-mgc:amd64 1:5.38-4
2024-12-17 16:51:11 status installed libmagic-mgc:amd64 1:5.38-4
2024-12-17 16:51:11 configure libyaml-0-2:amd64 0.2.2-1 <none>
2024-12-17 16:51:11 status unpacked libyaml-0-2:amd64 0.2.2-1
2024-12-17 16:51:11 status half-configured libyaml-0-2:amd64 0.2.2-1
2024-12-17 16:51:11 status installed libyaml-0-2:amd64 0.2.2-1
2024-12-17 16:51:11 configure libglib2.0-0:amd64 2.64.6-1~ubuntu20.04.8 <none>
2024-12-17 16:51:11 status unpacked libglib2.0-0:amd64 2.64.6-1~ubuntu20.04.8
2024-12-17 16:51:11 status half-configured libglib2.0-0:amd64 2.64.6-1~ubuntu20.04.8
2024-12-17 16:51:11 status installed libglib2.0-0:amd64 2.64.6-1~ubuntu20.04.8
2024-12-17 16:51:11 configure distro-info-data:all 0.43ubuntu1.17 <none>
2024-12-17 16:51:11 status unpacked distro-info-data:all 0.43ubuntu1.17
2024-12-17 16:51:11 status half-configured distro-info-data:all 0.43ubuntu1.17
2024-12-17 16:51:11 status installed distro-info-data:all 0.43ubuntu1.17
2024-12-17 16:51:11 configure libbrotli1:amd64 1.0.7-6ubuntu0.1 <none>
2024-12-17 16:51:11 status unpacked libbrotli1:amd64 1.0.7-6ubuntu0.1
2024-12-17 16:51:11 status half-configured libbrotli1:amd64 1.0.7-6ubuntu0.1
2024-12-17 16:51:11 status installed libbrotli1:amd64 1.0.7-6ubuntu0.1
2024-12-17 16:51:11 configure libsqlite3-0:amd64 3.31.1-4ubuntu0.6 <none>
2024-12-17 16:51:11 status unpacked libsqlite3-0:amd64 3.31.1-4ubuntu0.6
2024-12-17 16:51:11 status half-configured libsqlite3-0:amd64 3.31.1-4ubuntu0.6
2024-12-17 16:51:11 status installed libsqlite3-0:amd64 3.31.1-4ubuntu0.6
2024-12-17 16:51:11 configure libsasl2-modules:amd64 2.1.27+dfsg-2ubuntu0.1 <none>
2024-12-17 16:51:11 status unpacked libsasl2-modules:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-17 16:51:11 status half-configured libsasl2-modules:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-17 16:51:11 status installed libsasl2-modules:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-17 16:51:11 configure libmagic1:amd64 1:5.38-4 <none>
2024-12-17 16:51:11 status unpacked libmagic1:amd64 1:5.38-4
2024-12-17 16:51:11 status half-configured libmagic1:amd64 1:5.38-4
2024-12-17 16:51:11 status installed libmagic1:amd64 1:5.38-4
2024-12-17 16:51:11 configure libpackagekit-glib2-18:amd64 1.1.13-2ubuntu1.1 <none>
2024-12-17 16:51:11 status unpacked libpackagekit-glib2-18:amd64 1.1.13-2ubuntu1.1
2024-12-17 16:51:11 status half-configured libpackagekit-glib2-18:amd64 1.1.13-2ubuntu1.1
2024-12-17 16:51:11 status installed libpackagekit-glib2-18:amd64 1.1.13-2ubuntu1.1
2024-12-17 16:51:11 configure libnss-systemd:amd64 245.4-4ubuntu3.24 <none>
2024-12-17 16:51:11 status unpacked libnss-systemd:amd64 245.4-4ubuntu3.24
2024-12-17 16:51:11 status half-configured libnss-systemd:amd64 245.4-4ubuntu3.24
2024-12-17 16:51:12 status installed libnss-systemd:amd64 245.4-4ubuntu3.24
2024-12-17 16:51:12 configure libnpth0:amd64 1.6-1 <none>
2024-12-17 16:51:12 status unpacked libnpth0:amd64 1.6-1
2024-12-17 16:51:12 status half-configured libnpth0:amd64 1.6-1
2024-12-17 16:51:12 status installed libnpth0:amd64 1.6-1
2024-12-17 16:51:12 configure krb5-locales:all 1.17-6ubuntu4.7 <none>
2024-12-17 16:51:12 status unpacked krb5-locales:all 1.17-6ubuntu4.7
2024-12-17 16:51:12 status half-configured krb5-locales:all 1.17-6ubuntu4.7
2024-12-17 16:51:12 status installed krb5-locales:all 1.17-6ubuntu4.7
2024-12-17 16:51:12 configure file:amd64 1:5.38-4 <none>
2024-12-17 16:51:12 status unpacked file:amd64 1:5.38-4
2024-12-17 16:51:12 status half-configured file:amd64 1:5.38-4
2024-12-17 16:51:12 status installed file:amd64 1:5.38-4
2024-12-17 16:51:12 configure libassuan0:amd64 2.5.3-7ubuntu2 <none>
2024-12-17 16:51:12 status unpacked libassuan0:amd64 2.5.3-7ubuntu2
2024-12-17 16:51:12 status half-configured libassuan0:amd64 2.5.3-7ubuntu2
2024-12-17 16:51:12 status installed libassuan0:amd64 2.5.3-7ubuntu2
2024-12-17 16:51:12 configure libldap-common:all 2.4.49+dfsg-2ubuntu1.10 <none>
2024-12-17 16:51:12 status unpacked libldap-common:all 2.4.49+dfsg-2ubuntu1.10
2024-12-17 16:51:12 status half-configured libldap-common:all 2.4.49+dfsg-2ubuntu1.10
2024-12-17 16:51:12 status installed libldap-common:all 2.4.49+dfsg-2ubuntu1.10
2024-12-17 16:51:12 configure libkrb5support0:amd64 1.17-6ubuntu4.7 <none>
2024-12-17 16:51:12 status unpacked libkrb5support0:amd64 1.17-6ubuntu4.7
2024-12-17 16:51:12 status half-configured libkrb5support0:amd64 1.17-6ubuntu4.7
2024-12-17 16:51:12 status installed libkrb5support0:amd64 1.17-6ubuntu4.7
2024-12-17 16:51:12 configure libsasl2-modules-db:amd64 2.1.27+dfsg-2ubuntu0.1 <none>
2024-12-17 16:51:12 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-17 16:51:12 status half-configured libsasl2-modules-db:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-17 16:51:12 status installed libsasl2-modules-db:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-17 16:51:12 configure tzdata:all 2024a-0ubuntu0.20.04.1 <none>
2024-12-17 16:51:12 status unpacked tzdata:all 2024a-0ubuntu0.20.04.1
2024-12-17 16:51:12 status half-configured tzdata:all 2024a-0ubuntu0.20.04.1
2024-12-17 23:51:29 status installed tzdata:all 2024a-0ubuntu0.20.04.1
2024-12-17 23:51:29 configure libcap2-bin:amd64 1:2.32-1ubuntu0.1 <none>
2024-12-17 23:51:29 status unpacked libcap2-bin:amd64 1:2.32-1ubuntu0.1
2024-12-17 23:51:29 status half-configured libcap2-bin:amd64 1:2.32-1ubuntu0.1
2024-12-17 23:51:29 status installed libcap2-bin:amd64 1:2.32-1ubuntu0.1
2024-12-17 23:51:29 configure libdconf1:amd64 0.36.0-1 <none>
2024-12-17 23:51:29 status unpacked libdconf1:amd64 0.36.0-1
2024-12-17 23:51:29 status half-configured libdconf1:amd64 0.36.0-1
2024-12-17 23:51:29 status installed libdconf1:amd64 0.36.0-1
2024-12-17 23:51:29 configure libglib2.0-data:all 2.64.6-1~ubuntu20.04.8 <none>
2024-12-17 23:51:29 status unpacked libglib2.0-data:all 2.64.6-1~ubuntu20.04.8
2024-12-17 23:51:29 status half-configured libglib2.0-data:all 2.64.6-1~ubuntu20.04.8
2024-12-17 23:51:29 status installed libglib2.0-data:all 2.64.6-1~ubuntu20.04.8
2024-12-17 23:51:29 configure gnupg-l10n:all 2.2.19-3ubuntu2.2 <none>
2024-12-17 23:51:29 status unpacked gnupg-l10n:all 2.2.19-3ubuntu2.2
2024-12-17 23:51:29 status half-configured gnupg-l10n:all 2.2.19-3ubuntu2.2
2024-12-17 23:51:29 status installed gnupg-l10n:all 2.2.19-3ubuntu2.2
2024-12-17 23:51:29 configure libdbus-1-3:amd64 1.12.16-2ubuntu2.3 <none>
2024-12-17 23:51:29 status unpacked libdbus-1-3:amd64 1.12.16-2ubuntu2.3
2024-12-17 23:51:29 status half-configured libdbus-1-3:amd64 1.12.16-2ubuntu2.3
2024-12-17 23:51:29 status installed libdbus-1-3:amd64 1.12.16-2ubuntu2.3
2024-12-17 23:51:29 configure dbus:amd64 1.12.16-2ubuntu2.3 <none>
2024-12-17 23:51:29 status unpacked dbus:amd64 1.12.16-2ubuntu2.3
2024-12-17 23:51:29 status half-configured dbus:amd64 1.12.16-2ubuntu2.3
2024-12-17 23:51:30 status installed dbus:amd64 1.12.16-2ubuntu2.3
2024-12-17 23:51:30 configure xz-utils:amd64 5.2.4-1ubuntu1.1 <none>
2024-12-17 23:51:30 status unpacked xz-utils:amd64 5.2.4-1ubuntu1.1
2024-12-17 23:51:30 status half-configured xz-utils:amd64 5.2.4-1ubuntu1.1
2024-12-17 23:51:30 status installed xz-utils:amd64 5.2.4-1ubuntu1.1
2024-12-17 23:51:30 configure ucf:all 3.0038+nmu1 <none>
2024-12-17 23:51:30 status unpacked ucf:all 3.0038+nmu1
2024-12-17 23:51:30 status half-configured ucf:all 3.0038+nmu1
2024-12-17 23:51:30 status installed ucf:all 3.0038+nmu1
2024-12-17 23:51:30 configure libk5crypto3:amd64 1.17-6ubuntu4.7 <none>
2024-12-17 23:51:30 status unpacked libk5crypto3:amd64 1.17-6ubuntu4.7
2024-12-17 23:51:30 status half-configured libk5crypto3:amd64 1.17-6ubuntu4.7
2024-12-17 23:51:30 status installed libk5crypto3:amd64 1.17-6ubuntu4.7
2024-12-17 23:51:30 configure libsasl2-2:amd64 2.1.27+dfsg-2ubuntu0.1 <none>
2024-12-17 23:51:30 status unpacked libsasl2-2:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-17 23:51:30 status half-configured libsasl2-2:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-17 23:51:30 status installed libsasl2-2:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-17 23:51:30 configure libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2024-12-17 23:51:30 status unpacked libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:30 status half-configured libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:30 status installed libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:30 configure python-apt-common:all 2.0.1ubuntu0.20.04.1 <none>
2024-12-17 23:51:30 status unpacked python-apt-common:all 2.0.1ubuntu0.20.04.1
2024-12-17 23:51:30 status half-configured python-apt-common:all 2.0.1ubuntu0.20.04.1
2024-12-17 23:51:30 status installed python-apt-common:all 2.0.1ubuntu0.20.04.1
2024-12-17 23:51:30 configure dmsetup:amd64 2:1.02.167-1ubuntu1 <none>
2024-12-17 23:51:30 status unpacked dmsetup:amd64 2:1.02.167-1ubuntu1
2024-12-17 23:51:30 status half-configured dmsetup:amd64 2:1.02.167-1ubuntu1
2024-12-17 23:51:30 status installed dmsetup:amd64 2:1.02.167-1ubuntu1
2024-12-17 23:51:30 configure libpam-systemd:amd64 245.4-4ubuntu3.24 <none>
2024-12-17 23:51:30 status unpacked libpam-systemd:amd64 245.4-4ubuntu3.24
2024-12-17 23:51:30 status half-configured libpam-systemd:amd64 245.4-4ubuntu3.24
2024-12-17 23:51:31 status installed libpam-systemd:amd64 245.4-4ubuntu3.24
2024-12-17 23:51:31 configure libgirepository-1.0-1:amd64 1.64.1-1~ubuntu20.04.1 <none>
2024-12-17 23:51:31 status unpacked libgirepository-1.0-1:amd64 1.64.1-1~ubuntu20.04.1
2024-12-17 23:51:31 status half-configured libgirepository-1.0-1:amd64 1.64.1-1~ubuntu20.04.1
2024-12-17 23:51:31 status installed libgirepository-1.0-1:amd64 1.64.1-1~ubuntu20.04.1
2024-12-17 23:51:31 configure libkrb5-3:amd64 1.17-6ubuntu4.7 <none>
2024-12-17 23:51:31 status unpacked libkrb5-3:amd64 1.17-6ubuntu4.7
2024-12-17 23:51:31 status half-configured libkrb5-3:amd64 1.17-6ubuntu4.7
2024-12-17 23:51:31 status installed libkrb5-3:amd64 1.17-6ubuntu4.7
2024-12-17 23:51:31 configure libstemmer0d:amd64 0+svn585-2 <none>
2024-12-17 23:51:31 status unpacked libstemmer0d:amd64 0+svn585-2
2024-12-17 23:51:31 status half-configured libstemmer0d:amd64 0+svn585-2
2024-12-17 23:51:31 status installed libstemmer0d:amd64 0+svn585-2
2024-12-17 23:51:31 configure libmpdec2:amd64 2.4.2-3 <none>
2024-12-17 23:51:31 status unpacked libmpdec2:amd64 2.4.2-3
2024-12-17 23:51:31 status half-configured libmpdec2:amd64 2.4.2-3
2024-12-17 23:51:31 status installed libmpdec2:amd64 2.4.2-3
2024-12-17 23:51:31 configure glib-networking-common:all 2.64.2-1ubuntu0.1 <none>
2024-12-17 23:51:31 status unpacked glib-networking-common:all 2.64.2-1ubuntu0.1
2024-12-17 23:51:31 status half-configured glib-networking-common:all 2.64.2-1ubuntu0.1
2024-12-17 23:51:31 status installed glib-networking-common:all 2.64.2-1ubuntu0.1
2024-12-17 23:51:31 configure openssl:amd64 1.1.1f-1ubuntu2.23 <none>
2024-12-17 23:51:31 status unpacked openssl:amd64 1.1.1f-1ubuntu2.23
2024-12-17 23:51:31 status half-configured openssl:amd64 1.1.1f-1ubuntu2.23
2024-12-17 23:51:31 status installed openssl:amd64 1.1.1f-1ubuntu2.23
2024-12-17 23:51:31 configure libelf1:amd64 0.176-1.1ubuntu0.1 <none>
2024-12-17 23:51:31 status unpacked libelf1:amd64 0.176-1.1ubuntu0.1
2024-12-17 23:51:31 status half-configured libelf1:amd64 0.176-1.1ubuntu0.1
2024-12-17 23:51:31 status installed libelf1:amd64 0.176-1.1ubuntu0.1
2024-12-17 23:51:31 configure libpam-cap:amd64 1:2.32-1ubuntu0.1 <none>
2024-12-17 23:51:31 status unpacked libpam-cap:amd64 1:2.32-1ubuntu0.1
2024-12-17 23:51:31 status half-configured libpam-cap:amd64 1:2.32-1ubuntu0.1
2024-12-17 23:51:32 status installed libpam-cap:amd64 1:2.32-1ubuntu0.1
2024-12-17 23:51:32 configure readline-common:all 8.0-4 <none>
2024-12-17 23:51:32 status unpacked readline-common:all 8.0-4
2024-12-17 23:51:32 status half-configured readline-common:all 8.0-4
2024-12-17 23:51:32 status installed readline-common:all 8.0-4
2024-12-17 23:51:32 configure publicsuffix:all 20200303.0012-1 <none>
2024-12-17 23:51:32 status unpacked publicsuffix:all 20200303.0012-1
2024-12-17 23:51:32 status half-configured publicsuffix:all 20200303.0012-1
2024-12-17 23:51:32 status installed publicsuffix:all 20200303.0012-1
2024-12-17 23:51:32 configure iso-codes:all 4.4-1 <none>
2024-12-17 23:51:32 status unpacked iso-codes:all 4.4-1
2024-12-17 23:51:32 status half-configured iso-codes:all 4.4-1
2024-12-17 23:51:32 status installed iso-codes:all 4.4-1
2024-12-17 23:51:32 configure libpolkit-gobject-1-0:amd64 0.105-26ubuntu1.3 <none>
2024-12-17 23:51:32 status unpacked libpolkit-gobject-1-0:amd64 0.105-26ubuntu1.3
2024-12-17 23:51:32 status half-configured libpolkit-gobject-1-0:amd64 0.105-26ubuntu1.3
2024-12-17 23:51:32 status installed libpolkit-gobject-1-0:amd64 0.105-26ubuntu1.3
2024-12-17 23:51:32 configure libgstreamer1.0-0:amd64 1.16.3-0ubuntu1.1 <none>
2024-12-17 23:51:32 status unpacked libgstreamer1.0-0:amd64 1.16.3-0ubuntu1.1
2024-12-17 23:51:32 status half-configured libgstreamer1.0-0:amd64 1.16.3-0ubuntu1.1
2024-12-17 23:51:32 status installed libgstreamer1.0-0:amd64 1.16.3-0ubuntu1.1
2024-12-17 23:51:32 configure libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2024-12-17 23:51:32 status unpacked libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:32 status half-configured libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:32 status installed libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:32 configure pinentry-curses:amd64 1.1.0-3build1 <none>
2024-12-17 23:51:32 status unpacked pinentry-curses:amd64 1.1.0-3build1
2024-12-17 23:51:32 status half-configured pinentry-curses:amd64 1.1.0-3build1
2024-12-17 23:51:32 status installed pinentry-curses:amd64 1.1.0-3build1
2024-12-17 23:51:32 configure glib-networking-services:amd64 2.64.2-1ubuntu0.1 <none>
2024-12-17 23:51:32 status unpacked glib-networking-services:amd64 2.64.2-1ubuntu0.1
2024-12-17 23:51:32 status half-configured glib-networking-services:amd64 2.64.2-1ubuntu0.1
2024-12-17 23:51:32 status installed glib-networking-services:amd64 2.64.2-1ubuntu0.1
2024-12-17 23:51:32 configure libicu66:amd64 66.1-2ubuntu2.1 <none>
2024-12-17 23:51:32 status unpacked libicu66:amd64 66.1-2ubuntu2.1
2024-12-17 23:51:32 status half-configured libicu66:amd64 66.1-2ubuntu2.1
2024-12-17 23:51:32 status installed libicu66:amd64 66.1-2ubuntu2.1
2024-12-17 23:51:32 configure libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2024-12-17 23:51:32 status unpacked libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:32 status half-configured libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:32 status installed libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:32 configure libreadline8:amd64 8.0-4 <none>
